iter	Logloss
133	0.39250091
134	0.3923239649
135	0.3921778644
136	0.392050017
137	0.3918670702
138	0.3917664547
139	0.3915801091
140	0.3913922262
141	0.3912054585
142	0.3910590804
143	0.3909583934
144	0.3908526681
145	0.3907364122
146	0.390599406
147	0.3904385208
148	0.390285428
149	0.3901832281
150	0.389952971
151	0.3897639277
152	0.3895807869
153	0.3894744775
154	0.389365567
155	0.3891395381
156	0.3890109672
157	0.3888382661
158	0.388680996
159	0.3885077196
160	0.3882849613
161	0.3881134109
162	0.3879528525
163	0.387775864
164	0.3876371537
165	0.3875254932
166	0.3873496227
167	0.387182559
168	0.3870602401
169	0.3868895846
170	0.3867583699
171	0.3865842181
172	0.386429516
173	0.3862159134
174	0.3860219695
175	0.3858925567
176	0.3857320841
177	0.3855431628
178	0.3853722882
179	0.3852150696
180	0.38506095
181	0.3849279589
182	0.3847815432
183	0.3845726068
184	0.3844020421
185	0.3842412594
186	0.3840481343
187	0.3839503684
188	0.3837772364
189	0.3836260054
190	0.3835211131
191	0.3833621603
192	0.3832569929
193	0.3831528765
194	0.3830523572
195	0.3829106724
196	0.3827549268
197	0.3826290746
198	0.3824501106
199	0.382348801
200	0.3821685485
201	0.3820245647
202	0.3818878967
203	0.381765231
204	0.3815985927
205	0.3814095945
206	0.3813059912
207	0.3811376391
208	0.3810155531
209	0.3808337664
210	0.3806487447
211	0.3805008099
212	0.3803923159
213	0.3802759332
214	0.3801161903
215	0.3799400245
216	0.3797902394
217	0.379652589
218	0.3795361269
219	0.3793686182
220	0.3792242177
221	0.3790534733
222	0.3788715948
223	0.3787577118
224	0.3785839939
225	0.3784911681
226	0.3783364664
227	0.3781501052
228	0.3779823416
229	0.3778515187
230	0.3777080593
231	0.3775323311
232	0.3773703743
233	0.3772394014
234	0.3770621846
235	0.3769380493
236	0.3768000801
237	0.3766615362
238	0.3765306918
239	0.3763743865
240	0.3762026879
241	0.3760051771
242	0.3758517638
243	0.3757003619
244	0.3755097748
245	0.3753411538
246	0.3751712061
247	0.3750186041
248	0.3748686151
249	0.374723515
250	0.3745780051
251	0.3744257443
252	0.374330596
253	0.3742222277
254	0.3740770422
255	0.3739310804
256	0.3738166331
257	0.3736654115
258	0.373507952
259	0.3733788103
260	0.3732681288
261	0.3730950526
262	0.3729840102
263	0.3728477699
264	0.3727060549
265	0.3725707867
266	0.3724214435
267	0.3722803458
268	0.3721705488
269	0.3720061087
270	0.3719251799
271	0.3718347925
272	0.3717214703
273	0.3716077998
274	0.371490639
275	0.3713438961
276	0.3712221309
277	0.3711190952
278	0.3709478378
279	0.3708148146
280	0.3706692269
281	0.3705537649
282	0.3704054033
283	0.3702597105
284	0.3701363972
285	0.3700627799
286	0.3699002051
287	0.3697722387
288	0.369656783
289	0.3695154427
290	0.3693976826
291	0.3692542618
292	0.3691484633
293	0.3690425639
294	0.3689371103
295	0.3687507405
296	0.3686046889
297	0.3684825983
298	0.3683473671
299	0.3682597147
300	0.3681707636
301	0.3680805151
302	0.3679684633
303	0.3678357818
304	0.3677082807
305	0.3675768137
306	0.3674619083
307	0.3673670173
308	0.3672575174
309	0.367152953
310	0.3670279395
311	0.3669198431
312	0.3668182954
313	0.3667685202
314	0.3666256856
315	0.3664993517
316	0.3663674987
317	0.3662395401
318	0.3660882647
319	0.3659390421
320	0.3658570502
321	0.3656637749
322	0.3655523943
323	0.3654283719
324	0.3652984307
325	0.3651932935
326	0.3650426678
327	0.3648832999
328	0.3648056828
329	0.3646534345
330	0.3645362732
331	0.3644082337
332	0.3642955101
333	0.3641956257
334	0.3640891096
335	0.3639693003
336	0.3638989156
337	0.3637716181
338	0.3636352246
339	0.3635638477
340	0.363427697
341	0.3632606544
342	0.3631710021
343	0.3630713498
344	0.3629443746
345	0.3628507669
346	0.3627329806
347	0.3626379439
348	0.3624846729
349	0.3624049956
350	0.3622819576
351	0.3621728246
352	0.362032641
353	0.36193329
354	0.361824929
355	0.3617344071
356	0.3615858089
357	0.3614410485
358	0.36133284
359	0.3612409818
360	0.3611203613
361	0.3609688998
362	0.3608418906
363	0.3607298645
364	0.3606476617
365	0.3605351056
366	0.3604101413
367	0.3603030226
368	0.3601985981
369	0.3600328657
370	0.359917139
371	0.3597814323
372	0.3596631351
373	0.3595203929
374	0.3594326176
375	0.3593245853
376	0.3592089133
377	0.3590863075
378	0.3590059167
379	0.3589351682
380	0.3587975432
381	0.3586350156
382	0.3585524615
383	0.3584061642
384	0.3583227312
385	0.3581991206
386	0.3580455969
387	0.3578872969
388	0.3577992611
389	0.3576583981
390	0.3575201285
391	0.3574634709
392	0.3573298506
393	0.3572296958
394	0.3570915088
395	0.3569631346
396	0.3568293155
397	0.3567121434
398	0.3565815164
399	0.3564400615
400	0.3563443293
401	0.3561930942
402	0.3560857189
403	0.3559808698
404	0.3558793144
405	0.3558002614
406	0.3556839733
407	0.3555720349
408	0.355449543
409	0.355346128
410	0.3552277579
411	0.3551139028
412	0.3549945808
413	0.3549010405
414	0.3547370128
415	0.3545714017
416	0.354463549
417	0.3542907262
418	0.3541948751
419	0.3540842725
420	0.3539404625
421	0.3537813734
422	0.3536951146
423	0.3535792721
424	0.3534570122
425	0.3533479717
426	0.3532244641
427	0.353113947
428	0.3529910405
429	0.3528863201
430	0.3527540275
431	0.3526841511
432	0.3525964606
433	0.3524681205
434	0.3523744987
435	0.352246947
436	0.3521507019
437	0.3520145562
438	0.3519285214
439	0.3518129509
440	0.3517261054
441	0.3516426512
442	0.3515393167
443	0.3514161203
444	0.3512398394
445	0.3511384994
446	0.3509940383
447	0.3508695997
448	0.350782371
449	0.3507076054
450	0.3505802784
451	0.3504978703
452	0.3503907825
453	0.3502517645
454	0.3501102632
455	0.3500173703
456	0.3498960397
457	0.3497743621
458	0.3496306245
459	0.3495372345
460	0.3494278085
461	0.349360307
462	0.3492618233
463	0.3491139459
464	0.3490143415
465	0.3489115009
466	0.3487717062
467	0.3486528765
468	0.3485618907
469	0.3484603816
470	0.3483296221
471	0.3482853054
472	0.3481905127
473	0.3480922963
474	0.3479894483
475	0.3478726655
476	0.3477976409
477	0.3476413406
478	0.347558271
479	0.3474239932
480	0.3473478007
481	0.3472392417
482	0.3471456684
483	0.3470161972
484	0.3469458045
485	0.3468106059
486	0.346707141
487	0.3466093686
488	0.3464500145
489	0.3462658742
490	0.3461628925
491	0.3460336393
492	0.3459524813
493	0.3458309028
494	0.3457458646
495	0.3456198174
496	0.3455225203
497	0.3454172544
498	0.3453113458
499	0.3451900258
500	0.3450403447
501	0.3449597928
502	0.3448287748
503	0.3447249273
504	0.3446513073
505	0.3445528444
506	0.3444228052
